,time,text,long,lat
0,2019-10-28 19:29:58,"b'RT @CraneCanyon: We remain in an alert/holding state &amp; will continue to monitor fire conditions. Unfortunately, we are in for another wind\xe2\x80\xa6'",38.796,-122.767
1,2019-10-28 19:26:09,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
2,2019-10-28 19:25:40,b'@kcranews @KVIEPBS @ABC10 @CBSSacramento @FOX40 Been watching the news with regards to the fire and PG&amp;E shutoff. I\xe2\x80\xa6 https://t.co/UfP4CPZ8ZY',38.796,-122.767
3,2019-10-28 19:21:52,b'Please be advised: We are expecting a wind shift this afternoon which will possibly being drift smoke and ash from\xe2\x80\xa6 https://t.co/FdealoBbfe',38.796,-122.767
4,2019-10-28 19:21:24,b'@KTVU @kron4news @KPIXtv @abc7newsbayarea @KQED @nbcbayarea @KOFYTV @KBCWtv Been watching the news with regards to\xe2\x80\xa6 https://t.co/45rUt6FE0g',38.796,-122.767
5,2019-10-28 19:21:21,"b'@Croftt @SamBrockNBC @NBCNews @TODAYshow Two more ""suspicious"" fire origins. I\'m sure they\'re just coincidental, li\xe2\x80\xa6 https://t.co/VntDTrVLxX'",38.796,-122.767
6,2019-10-28 19:21:00,b'PG&amp;E\xe2\x80\x99s wildfire safety operations team is in the fire zone treating power poles with retardant. They hope it will k\xe2\x80\xa6 https://t.co/cWm0YGhxiy',38.796,-122.767
7,2019-10-28 19:20:10,b'You can join my group North Bay Wildfire Resources. I started it during the Tubbs fire as my house nearly burnt dow\xe2\x80\xa6 https://t.co/cRj1iFQ6Ga',38.796,-122.767
8,2019-10-28 19:18:32,"b""RT @jgobble: You know how you read tweets from (&amp; follow) local reporters &amp; local news when there's a fire like the #KincadeFire?\n\nDon't re\xe2\x80\xa6""",38.796,-122.767
9,2019-10-28 19:17:06,"b""RT @jgobble: You know how you read tweets from (&amp; follow) local reporters &amp; local news when there's a fire like the #KincadeFire?\n\nDon't re\xe2\x80\xa6""",38.796,-122.767
10,2019-10-28 19:11:06,"b""@SierraJojo55 @R5_Fire_News Indeed! We believe both of them to be the same model, but it's not clear if either or b\xe2\x80\xa6 https://t.co/IHsMWSQD9H""",38.796,-122.767
11,2019-10-28 19:10:55,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
12,2019-10-28 19:04:50,"b'We remain in an alert/holding state &amp; will continue to monitor fire conditions. Unfortunately, we are in for anothe\xe2\x80\xa6 https://t.co/M4WWsk6RHl'",38.796,-122.767
13,2019-10-28 19:04:46,"b'Sonoma County has been on fire for DAYS now. Over 200,000 people had to evacuate, over 66,000 acres burned, and onl\xe2\x80\xa6 https://t.co/gCt6zmZl5W'",38.796,-122.767
14,2019-10-28 19:04:13,"b""You know how you read tweets from (&amp; follow) local reporters &amp; local news when there's a fire like the #KincadeFire\xe2\x80\xa6 https://t.co/bdx9rgT7Fa""",38.796,-122.767
15,2019-10-28 19:02:58,b'RT @BethSchlanker: The #Kincade fire in Healdsburg and Windsor @NorthBayNews https://t.co/Qhn3qahYpz',38.796,-122.767
16,2019-10-28 19:02:20,b'#Healdsburg is on mandatory evacuation\xe2\x80\x94Our team is safe. Our gratitude goes out to all the incredible firefighters\xe2\x80\xa6 https://t.co/na8e9oInRy',38.796,-122.767
17,2019-10-28 18:56:08,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
18,2019-10-28 18:56:02,"b""RT @sonomafireinfo: @R5_Fire_News I believe that's may be TNKR914 which we're happy to have visiting us up here for the #kincadefire \n\n(Cur\xe2\x80\xa6""",38.796,-122.767
19,2019-10-28 18:53:49,b'@genecowan @CAL_FIRE ps: not moving to the sw. - it IS moving up the mountain.',38.796,-122.767
20,2019-10-28 18:53:16,b'@genecowan @CAL_FIRE This info was gotten from a @Cal_FIRE rep on @kron4news #KRONon less than an hour ago.',38.796,-122.767
21,2019-10-28 18:53:13,b'RT @BethSchlanker: The #Kincade fire in Healdsburg and Windsor @NorthBayNews https://t.co/Qhn3qahYpz',38.796,-122.767
22,2019-10-28 18:52:44,"b""@R5_Fire_News I believe that's may be TNKR914 which we're happy to have visiting us up here for the #kincadefire\xe2\x80\xa6 https://t.co/hl2jurouFH""",38.796,-122.767
23,2019-10-28 18:52:10,b'@genecowan I want to stress this: The main fire is not moving. The areas around Shiloh Road were ALL spotting due t\xe2\x80\xa6 https://t.co/T4Tjt9uAO8',38.796,-122.767
24,2019-10-28 18:51:05,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
25,2019-10-28 18:49:00,"b""@SnowflkAvalanch For what it's worth I don't think it's irrational to stay put in Monte Rio. It took 6 hours (I thi\xe2\x80\xa6 https://t.co/AloHw6s0p9""",38.796,-122.767
26,2019-10-28 18:48:37,"b'Some info about the #KincadeFire since the rest of the world is only sharing info about the #GettyFire . In 2017, S\xe2\x80\xa6 https://t.co/agjFvpK8iS'",38.796,-122.767
27,2019-10-28 18:48:21,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
28,2019-10-28 18:47:12,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
29,2019-10-28 18:45:13,b'KINCADE FIRE VIDEO: Incredible images of the battle to save Windsor in Sonoma County https://t.co/hXOI0j35oj',38.796,-122.767
30,2019-10-28 18:44:43,"b""RT @bajshagirl: Here's a Twitter list I started curating for official organizations trying to provide fire updates. Please subscribe if you\xe2\x80\xa6""",38.796,-122.767
31,2019-10-28 18:43:46,b'Quakes at 1:00am last night... https://t.co/ARIZ9Gewvs',38.796,-122.767
32,2019-10-28 18:41:06,"b""@genecowan Most of that is spotting...and much of that is and was immediately put out. Just sayin.\nAND I'm not sayi\xe2\x80\xa6 https://t.co/2SykaWQlhC""",38.796,-122.767
33,2019-10-28 18:40:22,b'The latest: #SonomaCounty evacuations remain in effect; @PGE may start power restoration #KincadeFire @NorthBayNews\xe2\x80\xa6 https://t.co/PMLJUL5gBa',38.796,-122.767
34,2019-10-28 18:40:14,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
35,2019-10-28 18:39:01,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
36,2019-10-28 18:37:42,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
37,2019-10-28 18:37:27,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
38,2019-10-28 18:29:03,b'@jgobble Not smart to go back yet. Those evacuation zones are set for a reason. There\xe2\x80\x99s another high wind event com\xe2\x80\xa6 https://t.co/trwhgZg0Ok',38.796,-122.767
39,2019-10-28 18:27:12,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
40,2019-10-28 18:26:28,"b'RT @RepThompson: Just briefed by @CAL_FIRE on the #KincadeFire. There are 4,150 personnel responding to the fire with 444 engines, 30 water\xe2\x80\xa6'",38.796,-122.767
41,2019-10-28 18:24:46,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
42,2019-10-28 18:22:34,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
43,2019-10-28 18:22:22,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
44,2019-10-28 18:21:30,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
45,2019-10-28 18:20:33,"b'We send our best wishes to everyone who has been evacuated by the Kincaid fire, as well to those men and women fighting the fire.'",38.796,-122.767
46,2019-10-28 18:20:08,b'KINCADE FIREINCIDENT UPDATE    Date: 10/28/2019  Time:7:00 a.m. https://t.co/ggDE69moP4',38.796,-122.767
47,2019-10-28 18:19:31,b'@sonomasheriff Thanks to the people fighting the fire!',38.796,-122.767
48,2019-10-28 18:19:27,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
49,2019-10-28 18:17:04,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
50,2019-10-28 18:12:29,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
51,2019-10-28 18:11:05,"b""RT @SantaRosaFire: It's been a windy weekend across Santa Rosa. @SantaRosaPolice and Fire Departments have seen several downed trees and po\xe2\x80\xa6""",38.796,-122.767
52,2019-10-28 18:11:04,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
53,2019-10-28 18:10:35,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
54,2019-10-28 18:10:29,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
55,2019-10-28 18:09:41,"b'Latest: Power could return, some Kincade fire evacuees allowed home today https://t.co/DJfQd5pbrv'",38.796,-122.767
56,2019-10-28 18:07:51,"b'RT @watchingeye: As crews gain upper hand in Tick fire near Santa Clarita, coming winds create fresh worry https://t.co/wyCGF57dPW'",38.796,-122.767
57,2019-10-28 18:05:56,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
58,2019-10-28 18:05:16,"b'As crews gain upper hand in Tick fire near Santa Clarita, coming winds create fresh worry https://t.co/wyCGF57dPW'",38.796,-122.767
59,2019-10-28 18:04:55,"b'@DEHAshed Red Flag Warning indicates that conditions are ideal for wildland fire combustion, and rapid spread.\nSo w\xe2\x80\xa6 https://t.co/NqvfQ1JpxU'",38.796,-122.767
60,2019-10-28 18:04:51,"b'\xe2\x80\x98Drop your sh-- and get out of here\xe2\x80\x99: #Winemakers fight to save crop, property during #Kincade fire https://t.co/bJpY7jSkrj'",38.796,-122.767
61,2019-10-28 18:04:46,"b'Brush fire pops up in Calabasas, closing parts of 101 Freeway https://t.co/BehJ4mtgqA'",38.796,-122.767
62,2019-10-28 18:03:18,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
63,2019-10-28 18:01:44,"b'RT @CphilpottCraig: Strike team entering Toyon Dr just East of Healdsburg, this is a very narrow road for fire equipment.  Sonoma County CA\xe2\x80\xa6'",38.796,-122.767
64,2019-10-28 18:01:21,"b'@Astro_journey Thank you for sharing these photos, but can you wait until this is over to share these, please? Save\xe2\x80\xa6 https://t.co/MF6ixiKfJ9'",38.796,-122.767
65,2019-10-28 18:00:41,b'@tomas_moniz Been thinking a lot about Octavia Butler the last couple days. Felt like I was living in Parable of th\xe2\x80\xa6 https://t.co/RYpnJt0CS6',38.796,-122.767
66,2019-10-28 17:59:25,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
67,2019-10-28 17:58:41,b'RT @BethSchlanker: The #Kincade fire in Healdsburg and Windsor @NorthBayNews https://t.co/Qhn3qahYpz',38.796,-122.767
68,2019-10-28 17:57:33,b'RT @SantaRosaFire: We are in unified command w/ @CAL_FIRE @sonomasheriff @SoCoFireDist and Forestville Fire for the #kincadefire. Firefight\xe2\x80\xa6',38.796,-122.767
